,ID,edad,meses,max_ant,ingreso,score,tipo_vivienda,zona,nivel,riesgo
253,2676,48,212,30,5000,181,2,1.0,5,1
254,2678,27,124,0,1433,171,2,1.0,5,1
255,2679,32,181,0,770,175,2,3.0,5,1
256,2682,43,230,90,26400,236,4,1.0,2,1
257,2683,36,156,0,10604,193,4,3.0,5,1
258,2687,54,126,9,2000,205,2,1.0,2,1
259,2688,37,160,0,773,192,2,1.0,5,1
260,2689,33,118,0,1298,175,2,2.0,5,1
261,2691,49,120,0,5556,216,4,4.0,5,1
262,2692,25,138,0,996,169,2,1.0,5,1
263,2694,24,120,5,668,188,4,1.0,5,1
264,2697,30,152,19,2300,199,2,1.0,5,1
265,2699,46,210,0,2100,194,4,1.0,5,1
266,2700,40,146,0,1100,177,2,1.0,5,1
267,2703,43,138,0,800,178,2,1.0,5,1
268,2705,31,110,11,3000,200,2,1.0,2,1
269,2707,24,129,0,1004,154,2,1.0,1,1
270,2710,24,122,0,695,169,2,1.0,5,1
271,2711,27,173,11,2650,186,2,1.0,5,1
272,2712,44,166,0,2800,209,2,1.0,2,1
273,2713,22,130,0,1358,156,2,1.0,5,1
274,2714,47,180,9,14250,192,4,3.0,2,1
275,2716,50,186,0,13046,216,4,1.0,2,1
276,2717,22,118,0,700,159,2,1.0,2,1
277,2719,48,182,0,1098,180,2,1.0,5,1
278,2720,29,210,28,2100,211,4,3.0,5,1
279,2721,28,173,0,2000,195,2,1.0,5,1
280,2722,33,170,0,1483,182,2,3.0,1,1
281,2724,25,129,0,1720,177,4,2.0,5,1
282,2725,35,159,16,10000,216,4,1.0,2,1
283,2727,32,151,8,2000,188,2,1.0,2,1
284,2728,49,138,23,2560,190,2,4.0,5,1
285,2732,44,210,30,1706,197,2,1.0,5,1
286,2735,32,118,17,967,175,2,1.0,5,1
287,2736,27,162,0,993,166,2,3.0,1,1
288,2738,27,156,43,4200,213,2,3.0,2,1
289,2739,32,152,0,2400,200,2,5.0,2,1
290,2744,49,175,18,1000,189,4,1.0,5,1
291,2745,36,163,0,1300,177,2,1.0,5,1
292,2746,36,165,0,770,196,4,4.0,5,1
293,2747,52,196,0,4500,217,4,1.0,4,1
294,2749,50,163,30,5311,204,2,1.0,4,1
295,2750,30,151,9,3500,209,4,5.0,5,1
296,2757,48,177,0,3500,194,4,1.0,5,1
297,2758,24,125,0,3250,184,2,2.0,1,1
298,2759,30,184,28,1200,175,2,1.0,5,1
299,2761,35,125,0,970,204,4,1.0,2,1
300,2763,23,156,0,1000,200,2,1.0,5,1
301,2764,41,113,32,1355,180,2,5.0,5,1
302,2765,35,210,0,6300,213,2,3.0,5,1
303,2766,40,214,31,2800,191,2,1.0,2,1
304,2767,24,121,4,614,156,2,1.0,5,1
305,2769,25,158,11,5300,194,2,1.0,2,1
306,2770,30,130,14,1400,170,2,2.0,5,1
307,2771,39,174,13,2000,221,2,1.0,2,1
308,2778,31,121,0,1900,173,2,3.0,5,1
309,2782,37,122,0,800,157,2,1.0,5,1
310,2784,59,156,0,5212,189,2,1.0,5,1
311,2788,35,255,21,1500,220,4,3.0,2,1
312,2789,43,140,8,4497,200,2,3.0,2,1
313,2791,32,196,10,3000,238,4,1.0,2,1
314,2792,37,177,0,1382,178,4,1.0,5,1
315,2799,28,169,26,2000,187,2,3.0,2,1
316,2800,25,142,0,1200,207,4,1.0,5,1
317,2801,39,135,0,3000,194,2,1.0,5,1
318,2802,35,116,5,2299,202,2,1.0,2,1
319,2804,30,188,0,2800,192,2,1.0,5,1
320,2809,37,143,12,3975,202,2,3.0,2,1
321,2811,29,131,8,2500,214,4,2.0,2,1
322,2813,25,135,0,1175,188,2,5.0,5,1
323,2814,31,152,39,2362,200,2,4.0,2,1
324,2815,26,138,19,1100,171,2,1.0,5,1
325,2816,27,142,0,500,167,2,3.0,1,1
326,2817,37,268,0,870,177,2,3.0,5,1
327,2819,28,140,0,1400,169,2,5.0,5,1
328,2820,60,129,0,2300,209,2,3.0,1,1
329,2822,35,283,0,3800,221,4,1.0,2,1
330,2823,24,181,0,1434,164,2,1.0,2,1
331,2825,34,267,0,700,177,2,3.0,5,1
332,2827,30,173,21,1000,175,2,1.0,5,1
333,2831,26,210,15,2100,186,2,1.0,5,1
334,2833,28,114,9,1544,202,2,1.0,2,1
335,2834,29,134,53,3000,195,2,1.0,2,1
336,2835,37,136,12,2500,213,4,5.0,5,1
337,2836,32,169,26,2450,191,2,5.0,5,1
338,2838,21,137,0,1472,177,2,1.0,5,1
339,2839,23,142,9,2300,161,2,3.0,5,1
340,2842,34,144,0,12754,194,2,3.0,2,1
341,2843,48,142,0,5138,205,2,1.0,2,1
342,2845,27,112,10,918,196,2,1.0,2,1
343,2846,48,128,15,665,180,2,1.0,5,1
344,2847,30,145,13,3500,200,2,3.0,2,1
345,2848,43,194,0,787,218,4,5.0,5,1
346,2853,21,121,0,700,178,2,1.0,2,1
347,2854,29,202,0,4000,187,2,1.0,2,1
348,2856,27,136,0,1800,174,2,3.0,5,1
349,2857,21,104,0,1200,156,2,1.0,5,1
350,2858,26,121,0,2000,187,4,3.0,2,1
351,2859,25,117,0,2258,181,2,5.0,2,1
352,2860,34,150,0,12754,187,2,3.0,2,1
353,2861,25,119,0,898,169,2,1.0,5,1
354,2862,35,132,112,6000,197,2,5.0,2,1
355,2865,45,256,0,1200,170,2,1.0,1,1
356,2866,29,174,26,2500,202,2,3.0,2,1
357,2869,28,134,0,1669,171,2,1.0,5,1
358,2872,45,118,0,2500,216,4,1.0,5,1
359,2873,58,210,71,10000,210,4,1.0,5,1
360,2874,35,156,9,3500,202,2,3.0,2,1
361,2875,27,145,28,3000,189,2,1.0,2,1
362,2876,34,183,0,1000,177,2,2.0,5,1
363,2882,40,142,0,1200,207,2,3.0,2,1
364,2886,28,174,22,1030,175,2,3.0,5,1
365,2887,26,150,16,1455,173,2,3.0,2,1
366,2890,37,148,0,1538,170,2,2.0,1,1
367,2894,26,137,22,1500,171,2,1.0,5,1
368,2899,35,133,18,1113,177,2,1.0,5,1
369,2900,28,152,15,2630,190,2,2.0,5,1
370,2902,26,162,39,620,160,2,1.0,1,1
371,2907,36,174,22,1050,177,2,1.0,5,1
372,2908,32,152,0,2170,186,2,2.0,4,1
373,2909,29,131,0,3000,192,2,1.0,5,1
374,2912,35,198,0,1101,196,4,4.0,5,1
375,2913,31,141,0,1580,196,4,1.0,5,1
376,2919,28,149,29,950,188,2,1.0,5,1
377,2920,34,129,0,1100,177,2,3.0,5,1
378,2921,29,153,0,1401,194,4,1.0,5,1
379,2923,27,130,33,3000,194,2,3.0,2,1
380,2924,35,133,17,1300,204,2,1.0,2,1
381,2926,32,157,0,911,175,2,1.0,5,1
382,2927,30,184,13,800,207,2,1.0,5,1
383,2931,29,140,0,8625,214,4,1.0,2,1
384,2932,25,157,19,3135,194,2,1.0,2,1
385,2933,30,115,22,2400,192,2,5.0,5,1
386,2934,45,150,61,9000,200,2,1.0,2,1
387,2936,26,137,8,629,170,2,1.0,2,1
388,2937,24,130,0,900,156,2,3.0,5,1
389,2942,37,158,0,1840,173,2,1.0,5,1
390,2943,22,141,0,900,156,2,1.0,5,1
391,2944,27,191,22,3402,206,2,3.0,2,1
392,2948,29,160,25,5500,216,2,1.0,2,1
393,2949,37,270,14,1600,162,2,3.0,5,1
394,2951,28,150,14,11300,200,2,1.0,2,1
395,2953,22,113,0,729,156,2,5.0,5,1
396,2954,36,146,18,2500,202,2,1.0,2,1
397,2958,31,257,10,2000,204,4,1.0,5,1
398,2959,43,138,9,1563,197,4,4.0,5,1
399,2960,28,137,0,3000,214,2,1.0,2,1
400,2962,28,151,0,701,197,3,1.0,5,1
401,2964,36,113,1,2000,197,2,1.0,2,1
402,2968,34,181,43,2900,188,2,3.0,2,1
403,2970,26,130,0,629,188,4,1.0,5,1
404,2972,32,133,0,3150,185,2,3.0,5,1
405,2973,35,198,32,8600,194,2,1.0,5,1
406,2975,59,244,0,800,167,2,1.0,1,1
407,2976,41,197,0,4705,204,4,4.0,2,1
408,2977,58,231,0,1200,202,2,1.0,2,1
409,2978,26,140,0,5261,208,2,1.0,2,1
410,2983,25,131,10,878,169,2,1.0,5,1
411,2984,40,133,0,1433,201,4,4.0,5,1
412,2985,38,160,7,5005,201,2,1.0,2,1
413,2986,39,183,20,1300,177,2,1.0,2,1
414,2988,40,132,8,1522,180,2,3.0,5,1
415,2989,35,179,39,3000,190,2,3.0,2,1
416,2990,48,147,0,2000,200,2,1.0,2,1
417,2993,29,140,0,1009,185,4,1.0,1,1
418,2994,45,366,4,2992,195,2,1.0,5,1
419,2997,37,165,66,3050,189,2,3.0,2,1
420,3000,45,155,60,3000,205,2,1.0,2,1
421,3002,26,177,0,1100,160,2,2.0,1,1
422,3004,36,138,20,1760,182,2,3.0,5,1
423,3008,45,118,7,1988,197,2,1.0,5,1
424,3013,42,166,31,1700,165,2,1.0,5,1
425,3014,28,171,18,1088,194,2,1.0,5,1
426,3015,24,131,0,1018,154,2,1.0,1,1
427,3017,31,112,0,2111,190,2,1.0,1,1
428,3018,26,184,0,933,181,4,1.0,5,1
429,3020,22,130,8,1350,194,4,1.0,5,1
430,3023,25,141,0,700,177,2,1.0,2,1
431,3025,26,114,0,1368,177,2,5.0,2,1
432,3026,41,130,0,800,160,2,3.0,5,1
433,3030,39,159,14,804,177,2,3.0,5,1
434,3032,33,185,0,1400,193,2,4.0,2,1
435,3033,31,222,0,1000,208,2,3.0,2,1
436,3034,27,138,3,2200,189,2,1.0,2,1
437,3035,28,196,8,6657,186,2,1.0,5,1
438,3036,29,166,0,2283,200,4,1.0,5,1
439,3038,45,182,59,4500,216,4,5.0,5,1
440,3043,24,110,6,838,197,4,1.0,2,1
441,3044,30,193,35,2014,207,4,1.0,2,1
442,3045,32,187,65,2133,180,2,1.0,5,1
443,3046,28,210,20,1200,175,2,3.0,5,1
444,3047,26,129,44,3500,194,2,1.0,2,1
445,3048,35,222,89,4200,194,2,3.0,5,1
446,3050,40,378,0,6500,204,4,3.0,2,1
447,3053,60,550,0,752,199,2,1.0,5,1
448,3054,22,140,0,1050,156,2,3.0,5,1
449,3055,32,118,0,1797,176,3,2.0,5,1
450,3058,21,150,0,1355,154,2,2.0,1,1
451,3060,30,164,20,4200,193,2,3.0,2,1
452,3061,26,149,36,1471,160,2,1.0,1,1
453,3064,25,134,0,843,167,2,1.0,5,1
454,3065,26,135,0,846,186,2,1.0,5,1
455,3066,61,414,0,30000,218,4,3.0,2,1
456,3068,25,131,22,1132,188,2,1.0,5,1
457,3070,30,180,32,2001,207,2,2.0,2,1
458,3076,30,145,0,2500,175,2,1.0,2,1
459,3077,32,159,36,1200,166,2,5.0,5,1
460,3078,24,181,0,1428,203,2,1.0,5,1
461,3080,38,128,0,1326,177,2,1.0,5,1
462,3081,28,198,35,2200,190,2,1.0,1,1
463,3082,59,174,0,1500,199,2,1.0,2,1
464,3083,36,128,0,2825,194,2,1.0,5,1
465,3087,36,154,14,978,198,4,1.0,5,1
466,3088,27,145,0,1034,168,2,1.0,5,1
467,3091,24,169,0,4900,178,2,1.0,5,1
468,3092,24,169,0,4900,178,2,1.0,5,1
469,3093,38,197,24,3910,191,2,3.0,5,1
470,3094,44,222,0,2000,187,4,4.0,2,1
471,3095,28,115,10,800,168,2,3.0,5,1
472,3098,42,140,25,3000,216,4,3.0,5,1
473,3099,33,222,33,2500,204,2,1.0,5,1
474,3101,28,128,7,2000,211,2,1.0,5,1
475,3102,34,135,34,1750,182,2,1.0,2,1
476,3103,30,121,81,1729,199,2,1.0,5,1
477,3104,31,214,0,2502,185,2,3.0,2,1
478,3105,45,183,12,2850,190,2,5.0,5,1
479,3107,48,174,0,2030,195,2,1.0,2,1
480,3108,40,146,13,1200,199,4,1.0,5,1
481,3110,25,137,0,1378,169,2,1.0,5,1
482,3111,36,167,40,3890,194,2,5.0,5,1
483,3112,24,155,0,1171,161,2,1.0,5,1
484,3120,37,196,0,1800,182,2,1.0,5,1
485,3121,22,130,0,2100,209,2,3.0,4,1
486,3122,31,221,60,3500,200,2,1.0,2,1
487,3126,36,153,51,4700,201,4,1.0,2,1
488,3128,32,147,10,2219,180,2,2.0,5,1
489,3129,26,196,0,1650,202,2,1.0,5,1
490,3130,29,186,16,2100,192,2,1.0,5,1
491,3131,42,224,14,2000,178,2,1.0,5,1
492,3132,36,198,0,1100,187,4,1.0,1,1
493,3133,31,210,0,5300,195,2,1.0,2,1
494,3134,32,133,0,1000,194,2,1.0,5,1
495,3135,28,154,34,9879,192,2,5.0,5,1
496,3137,30,125,0,800,194,2,1.0,5,1
497,3140,55,142,0,1049,194,2,5.0,5,1
498,3141,32,171,18,3380,219,2,1.0,2,1
499,3143,33,162,47,3000,214,2,1.0,2,1
500,3149,32,139,0,3300,193,2,1.0,2,1
501,3153,48,119,0,3000,197,2,3.0,5,1
502,3157,53,234,49,3000,216,4,3.0,5,1
503,3158,58,165,0,9000,196,2,1.0,2,1
504,3160,24,195,32,1000,156,2,1.0,5,1
505,3161,43,192,93,13500,226,2,1.0,2,1
506,3162,38,206,0,12630,239,4,4.0,5,1
507,3164,35,130,14,2373,214,4,1.0,2,1
508,3165,29,124,9,1691,168,2,3.0,1,1
509,3167,30,142,14,3000,191,2,1.0,5,1
510,3170,36,258,11,2322,201,2,3.0,2,1
511,3171,31,201,12,653,175,2,3.0,5,1
512,3173,32,126,0,1500,157,2,1.0,5,1
513,3174,30,182,44,3000,211,4,3.0,5,1
514,3175,37,163,15,4550,186,2,1.0,2,1
515,3176,35,111,46,8122,195,3,1.0,5,1
516,3177,32,122,0,2184,185,2,1.0,4,1
517,3179,37,178,18,2300,192,2,3.0,2,1
518,3183,35,135,0,3000,182,2,5.0,2,1
519,3184,25,146,0,1300,169,2,1.0,5,1
520,3185,27,114,6,933,194,4,1.0,5,1
521,3186,28,146,0,3000,228,4,1.0,2,1
522,3188,27,142,34,3122,206,2,1.0,2,1
523,3189,24,121,17,6500,161,2,3.0,2,1
524,3194,32,168,24,2666,193,2,5.0,2,1
525,3196,39,177,42,1502,179,2,1.0,5,1
526,3198,34,126,7,1200,177,2,1.0,5,1
527,3201,55,198,0,2100,230,2,1.0,3,1
528,3202,36,149,6,2300,194,2,2.0,5,1
529,3211,64,294,0,3000,228,4,1.0,5,1
530,3213,47,186,0,3054,197,2,1.0,5,1
531,3214,23,151,31,1309,157,3,1.0,5,1
532,3216,27,140,0,2500,186,2,1.0,5,1
533,3217,30,174,24,6700,200,2,1.0,2,1
534,3218,32,147,28,1500,178,2,1.0,2,1
535,3220,48,378,17,5500,185,2,1.0,2,1
536,3221,31,134,0,744,175,2,1.0,5,1
537,3222,22,114,0,1200,178,2,1.0,2,1
